Name,Review,Rating,Price,Category,Protect_factor,Mask_func,Mask_img,Purchase_link,Mask_review
(KF94) 국산 3D 마스크 일회용 흰색 대형 소형 황사 방역용 김서림방지,10,4.6,360,먼지차단마스크,KF94/N95,미세먼지필터@저자극@김서림방지@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210131_3/1612068088386LYaEk_JPEG/13203984088265193_1839052043.jpg?type=m510,https://smartstore.naver.com/happysmilee/products/5075178658,한달사용기사용시 귀 안아프고 소재도 힘 없으면 숨쉴때 같이 움직이는 마스크들이 있는데 이건 힘이 있어서 숨쉬기도 편하고 착용감도 좋아요 배송 빠르고 상품상태 좋아요처음 주문해보는 상품이라 3개만 주문했는데 사은품으로 가글도 챙겨주셨어요 ㅎㅎ마스크 주문하면서 습기제거제 넣어주고 사은품 받아본곳은 여기가 처음이에요 신경 많이 써주셔서 감사합니다 재구매밀착이 잘되고 귀가 편해서 딸아이가 이 제품만 원해서 늘 구매합니다 한달사용기사용해보니 편하고 좋아요코부분도 잘 밀착되고 얼굴에도 잘 맞고 숨쉬기도 편해요귀도 아프지 않고 좋아요 얼굴 밀착력이 좋고 피부트러블이 생기지않아 좋습니다 좋아요 늘해랑이라 믿고 구매합니다 항상 사용하는 마스크 입니다 BEST여름에 덴탈 마스크 쓰다코로나도 다시 극성이고가을 겨울 되면 다시 KF94 써야 할 것 같아미리 구매해 놓았습니다 미리 대비해서 구매 한거라 사용전이지만 좋을꺼라 기대합니다 빠른 배송과 꼼꼼한 포장 굿
데이앤핏KF94 컬러마스크 블랙 90매 숨쉬기편한 덴탈형 국내생산,0,0.0,25200,먼지차단마스크,,,https://shop-phinf.pstatic.net/20211122_221/1637555907054qFQmr_PNG/38691740862401589_1469642840.png?type=m510,https://smartstore.naver.com/onedaymask/products/6031875792,[]
태극 보건용마스크 KF94 대형1매입,0,0.0,480,먼지차단마스크,,,https://shop-phinf.pstatic.net/20211030_198/1635581814598hViz3_PNG/36717660310946568_525802735.png?type=m510,https://smartstore.naver.com/happypharmm/products/5970758007,[]
한솔 새부리형 KF80 보건용 여름 마스크 화이트 대형(5매) 황사 미세먼지 차단,74,4.7,18000,먼지차단마스크,KF80,미세먼지필터@김서림방지@저자극@자외선차단@방수@일회용@접이식,https://shop-phinf.pstatic.net/20210823_25/1629705951931jTanY_JPEG/30841840399211278_110522777.jpg?type=m510,https://smartstore.naver.com/hansolmeditec/products/5465889055,재구매화장이 묻을까봐 평일에는 새부리형만 쓰고 일부러 귀끈을 몇 번 잡아당겨 얼굴에 맞게 씁니다 그래도 귀끈 터지지 읺고 짱짱해요 퇴근할 때 보면 코 와이어 부분에만 살짝 화장이 묻는 정도에요 아주 가끔 턱이나 귀 가까운 볼 쪽에도 살짝 묻어나는데 다른 마스크보다 훨씬 묻어남이 적고 땀도 안차요 같은 새부리형이라도 다른 마스크보다 숨쉬기 편하고 가격도 저렴해요 본드 필터 냄새도 없습니다 덤으로 주신 파란 마스크는 좋은 날 오면 내년에 쓸 일이 있겠죠 아니면 그냥 주말에 기분전환 삼아 쓰고요 ㅎㅎ 재재재구매중입니다 코도 안간지럽고 트러블도 안생겨서 좋아요 다른제품은 먼지나 섬유조직이 코에들어가서 너무 간지럽고 불편하더라구요 오랜만에 주문했더니 명칭도 바뀌고 패키지디자인도 바껴서 좀 헷갈렸어요 백신 맞으러 갔는데 94안쓰고왔다고 마스크를 하나 주시더라구요 그게 한솔94였는데  써보고  너무 괜찮아서 궂이 검색해서 주문했습니다  하루종일 마스크를 쓰고 사람이랑 대화하는 직업을 가져서 94는 너무 힘들거 같아 80도 있길래 주문해봤는데요일단  숨쉬기는 무지 편합니다 가끔  한번씩  내리고 그랬는데  이아이는 그냥 계속 쓰고있어도 그런생각이 안드는 아이네요 부리형이라  공간도 넉넉하고80같지  않고  엄청 얇아용다만 저만 그런건지 가장자리 봉재선이라고 해야되나 암튼 옆쪽 라인들이 되게  까슬거리게  느껴져서 첫날은 되게 쓰라리다고 느꼈습니다 받은 94 이틀써봤는데  그때는 못느꼈는데 80은  그렇더라구요지금 이틀째  쓰고있는데 적응이된건지  어제 보다는 나은거  같습니다그리고 어제는  하루종일 쓰고있자니 귀가좀아푸더라구요오늘은 몇번 쭉쭉 늘려쓰니  좀 괜찮아졌습니다사이즈는 여성분들이나  얼작 남성분들  초등 고학년도 딱 맞을거 같습니다  같이 서비스로 주신 색깔마스크 우리  초딩2학년 들래미에게  씌워봤는데 끈을 묶어주니 얼굴을 폭 감사써  충분히 쓸수 있는사이즈 입니다건장한 우리 신랑은 좀  작아보이더라구요그래도 궂이  써보겠다며  5개입 하나 가져가더라구요  참  서비스 중 하나의 마스크는 끈이 제대로 접착이 안되서 왔더라구요  아깝게  그냥  버려야겠습니다지금까지 내돈내산 마스크의 제 개인적인 생각이였습니다 한달사용기재구매얼굴형이 이만한게없어요 굿굿재재구매템이에요 한달사용기편하게 잘 쓰고 있어요 BEST재구매재구매합니다 숨쉬기 편하고 성인여성 얼굴 작은 남성에 딱 좋은 크기에요 한달사용기BEST재구매이거쓰고 여기에 정착했어요얼굴 작아보이는거 포기 못해94는 다량주문 해야만 구매가 가능해서 못써봤는데 담엔 94도 써보고싶어요ㅠㅠ그리고 컬러는 끈 색까지 통일해주시면 무조건 살것같아요 BEST재구매항상구매하는 마스크인데1년이다되어가네요다른마스크쓰려다가도 돌아오고제얼굴형과 찰떡같이잘붙고 컬러도많아서수업하면서 옷과 깔맞추기에도 딱이에여 한달사용기새부리형에 kf80이라 너무 편해요 얇고 사용하기 좋습니다 한달사용기BEST재구매마스크 정착을 못하고있었는데 정착해서 잘 사용하고있어요  재구매무난하게 쓸만합니다 BEST얇은걸 주문했더니 답답하지않고 쓰기 좋아요 가볍고 편해서 좋아요 BEST숨쉬기 편해서 이 제품만 쟁여놓고 쓰고 있어요 한달사용기상ㄱ즈가적당합니다 가격도 한달사용기재구매좋아요 가격대가 있는거 같아요 다들 건강하세요 한달사용기BEST숨도 잘 쉬어지고 좋아요 kf94 쓰다가 이거 쓰니까 숨쉬기 넘 편함 BEST리뷰 보고 구매했는데 숨쉬기 편하고 보플도 안일어서 피부에 자극 적은거 같아요 얼굴 작은 여성용 크기 맞는거 찾기 힘들었는데 딱 좋아요 가운데 접힌 날부분이 조금 더 부드러우면 좋을 것 같지만 쓰고나서 불편은 없어서 만족합니다 재구매Kf94보다 갑갑하지않고 숨쉬기도 편안합니다 변이바이러스로 걱정이되서 마스크해야하는데 안심되고 좋네요 BEST재구매빠르게 잘왓어요 마스크 쓰기 편해요 BEST조아용 항상쓰전 제품입니당 한솔메디텍KF94 가 숨쉬기가 편한 제품이라 구입하면서 함께 구입했는데 여름이라 KF80더 가볍고 좋네요 탁월한 선택이라고 생각합니다 장소에 따라 KF94 KF80 사용하면 좋을 것 같아요 재구매좋아요 크기나 성능이나배송도 나쁘지 않아요재구매 입니다 크기가 적당해서 쓰기 좋습니다 만족스러워서 또 구매 했습니다 너무 더워서 94는 못쓰겠고밀착은 잘 되고 귀도 편해서 믿고 구매 하였습니다 BEST재구매마스크 항상 좋아서 잘 쓰고 다닙니다  감사합니다 새부리형이라 공간이 넓어서 좋아요 마스크를 조금 내리거나 할 때는 옆으로 긴 것보다는 좀 불편하구요 덴탈마스크보단 좀 답답하지만 밀폐력은 더 좋아요 타사 마스크 샀는데 너무 얇아서 새부리형인데도 숨 쉴때마다 마스크가 들어갔다 나왔다 너무 신경쓰여서 하나 쓰고 이 제품으로 새로 샀는데 좋습니다요 BEST재구매Kf94보다 숨쉬기 편하고 좋아요  사무실직원들과 함께 사용하려고 구매했어요 많이 갑갑하지않고 좋네요 한달사용기BEST다른 어떤 마스크보다 만족합니다착용이 참 좋아요 남편 아들 한솔 마스크만 찾아요여름 마스크도 주문했어요주위에 선물도 주니 좋아해요소개하게 되는 마스크예요 한달사용기숨쉬기는 좀 나은데 귀가 좀 아파요 BESTKf94보다 숨쉬기가편해요 날씨더워지는데 좋은거같아요 사무실직원들과 같이 쓰고있어요 재주문각 이요 BEST배송정말빨라요 주문한 그다음날 받았어요 귀도 아프지않고 정말 good 좋아요 더워서 80주뭄했는데 배송도 빨리와ㅛ어요 한달사용기하루종일 쓰고있기에는 쪼끔 귀가 아프긴해요 ㅠㅠㅠ그래도 이거 쓰고 사진찍으면 잘나와요 ㅎㅎ 재질이나 가격 모두 만족하나 일반 대형에 비해 사이즈가 좀 작습니다 오래 착용하면 귀가 댕겨서 오랜 시간 착용은 힘들듯 합니다 잘받았습니다 한달사용기날이더워지니 컬러색상으로만 손이가요흰색은 아직도써보질않았어요ㅋ흰색쓰기전에 아마도 색상있는걸로 주문할듯ㅋㅋㅋ BEST얇아서 숨쉬기편해요 BEST늘 믿고 쓰는 제품입니다사장님응대가 항상 너무 친절하고 감동이에요대세색상인 라벤더 색 너무이쁘네요 연보라가 이쁘게 빠졌어요 애들 비오거나 할땐 노랑색 마스크 씌웁니다 늘 번창하세요 BEST재구매얇으면서 기능이 넘좋아요 BEST면이 보드랍고 싸이즈  딱 조아요여름에 사용하기 너무 좋을것 같아여 BEST날이 더워서 답답함을 줄이기 위해 kf80으로 주문했는데 효과가 있네요 단지 귀가 조금 아프네요 배송 잘 받았습니다 BEST늦둥이 아들이 쓸 소형만 주문하다 사은품으로 받은 걸 누나들이 써보더니 편하다고 자기들도 이걸 쓰겠다고 숨쉬기도 편하고 무엇보다 화장이 덜 묻고 얼굴이 찍히는 부분이 없어서 좋은가봐요 앞으로도 쭈욱 주문할것 같아요 BEST기존에 94마스크 착용하고 있었는데날이 더워져서 80마스크 추가로 구입합니다 아이랑 같이 쓰는데 저는 딱 맞고 아이는 여유있게 사용하고 있습니다 BEST편하고 크고 좋아요 BEST재구매일단 착용감은 남자인데도 매우 편합니다 마스크 디자인 턱쪽으로 좁아지면서 갸름해보입니다 kf80이라 숨쉬기도 매우 편합니다 만족합니다 아직 써보질 않았는데  사이즈가 좀만컷으면 좋겠어용 다른건 모두다 굿♡♡♡♡♡잘쓰겠슴돠ㅋ BEST만족해여 운동하는직업이라 94는 숨쉬는게 너무힘들어서 80쓰는데 새부리형에 가격도저렴하고 꾸준히 구매하고있어요 한달사용기확실히 일반 마스크보다 80이 좀더 견고한 느낌이에요 사이즈도 살짝 크구요 나쁘지 않아요 가볍고 얇아서  숨쉬기가 훨씬 편해요 BEST한솔메디텍 새부리형 마스크를 쓴 이후로 이것만 계속 쓰고 있었습니다일반 새부리형 쓰다가 KF80 마스크 새로 나왔길래 주문해 봤어요오늘 착용해보니 일반하고 차이가 없는거 같아요 ㅎㅎ아이가 쓸 소형 컬러마스크도 같이 주문했는데 색상이 쨍한게 예쁘고요덤으로 주신 같은 컬러마스크 덕분에 아이랑 커플룩할 수 있을 것 같습니다다 쓰면 또 주문하러 올게요번창하세요 BEST재구매여름용으로기능도좋고딱좋아요 BEST늘 잘 쓰고 있습니다 세번째 구매입니다 BEST세부리형이라 편해요 여자분들이 쓰기 좋아요 BEST이 제품 알고난후론 여기꺼만 사용해요얼굴에 밀착되고 숨쉬기도 편하고 덥지도 않아요너무 좋아요 BEST재구매이 마스크 좋아요 자주자주 씁니다 빠른 배송에 마스크 좋아요 감사합니다 새부리형 찾고있었어요곧 여름이라서 80이랑 얇은거 구매했어요 BEST이렇게 가볍고 좋을수가 없네요 입에 진짜 잘 안닿아요숨쉬기도 편하고 너무 좋ㅏ요 계속구매할 예정입니다 숨이 덜차요 여름에 사용하기 좋아요종일 쓰고 있으면 귀걸이 끈이 조금 아파요 BEST얼굴작아보이고 귀도 안아프고 숨쉬기도 편해요 BEST완전 좋아요 진짜 굿 보기와다르게작은거같기도하고불편해요 서비스 잘받았습니다 잘쓰겠습니다 재구매입니다착용감도 좋고 편해서 저는 이것만 써요 오래 사용해도 편안해요빠른 배송 감사합니다 kf94에 비해 확실히 가볍고 숨쉬기 좋아요 매번 주문해요 좋아요 우선  원자제국산이라 믿음이가고  얇아서 날씨더운날쓰기딱좋아요 얇고  통기성이 너무좋아요
마스크인쇄 일회용 단체마스크 크레딧마스크 추가비용없음 5장이상 소량제작가능,2,5.0,4950,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20210415_83/1618431356434z4QVx_PNG/19567184205414804_1370211482.png?type=m510,https://smartstore.naver.com/creditcoltd/products/5441746052,BEST너무 디자인잘나와서 너무 좋네요  사진보시다시피디테일하며 직접 하나하나 샘플보여주시며 작업해주시고 수정부분도 귀찬해하지않으시며 작업을해주셨습니다 이제껏 상담만이라도 해도 친절하게 대답 다해주시는것에 너무 놀라고 너무감사했습니다추후 계속이용할생각이네요  시국인만큼 이렇게 부담없이 잘해준것에 제가 진심으로 감사드립니다 BEST생각보다 배송이 빨리되고 무엇보다도 로고가 엄청 선명 하네요 가게에서 직원들하고 일하면서 같이쓰려고 구매했어요첫 구매라 긴가민가 해서 소량만 시켜 봤는데확인 됐으니 재구매 들어 갑니다서비스도 따로 챙겨 주셔서감사해용
KF94 KF80 소형 코끼리패턴/화이트 합리적인 마스크 프로덕트랩 국산어린이마스크,6,4.7,7000,먼지차단마스크,KF80,김서림방지@미세먼지필터@저자극@방한@일회용@접이식,https://shop-phinf.pstatic.net/20201210_62/1607603535579VRMqW_JPEG/8739370413596712_1716415227.jpg?type=m510,https://smartstore.naver.com/dodammask/products/5287780895,한달사용기상품 좋습니다 많이 파세요 항상 잘 쓰고 있습니다 감사합니다 잘 받았어요 많이 파세요 저렴하고 좋아요 아이들이 좋아하네요 서비스까지 챙겨주셔서 감사합니다 많이파세요 만족합니다 배송이 완전 로켓배송이네요 감사합니다 초2 남자아이 얼굴에 사이즈가 딱 맞아요
국산 식약처 허가 이져넥 황사 마스크 KF94 50매 (흰색),7,5.0,14850,먼지차단마스크,KF94/N95,일회용@저자극@미세먼지필터@접이식,https://shop-phinf.pstatic.net/20210611_65/1623384500876CqLq2_JPEG/24520335711632776_795334853.jpg?type=m510,https://smartstore.naver.com/bujawa/products/5514276802,배송 빠릅니다 마스크가 커서 큰 것을 찾는 분들에게 좋을 듯 마스크가 커서 얼굴이 큰사람한테도 딱입니다  귀뒤가 너무 편해요 한달사용기얼굴이 큰 사람에게도 편한 마스크입니다 잘사용할게요 귀가 편해서 쓰기 좋아요 좋아요 포장도 좋구요 귀안아프고 딱 좋아요 가격도 저렴하고 생태 좋아요
이로운 마스크 KF94 대형 1매입 국산 개별포장 식약처인증 미세먼지 코로나 방역마스크,27,5.0,240,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@일회용@접이식,https://shop-phinf.pstatic.net/20211117_128/1637131657892g7Cl1_JPEG/38267491697893042_1685866893.jpg?type=m510,https://smartstore.naver.com/jin03260326/products/5263591165,배송도 빠르고 갯수도 알맞게 잘 왔어요 ㅎㅎ 다쓸때쯤 또 대량 구매하러올게요 배송도 빠르고 판매자분고 친절히 잘 안내해주혔어요 항상 쓰는 마스크인데 저렴하게 잘잤습니다 살짝 얇긴한데 숨쉬기 좋고 싸게 잘 샀어요 배송도 빨랐구요 저렴하고 품질도 좋네요 항상쓰던거에요 커서좋아요 쓰던거라 제일편한듯 ㅎ 한달사용기재구매성인남자가 쓰기에 아주 편합니다여성인 저에게는 여유공간이 너무 많네요 제품 좋네요 잘쓸게요 재구매안그래도 크기도 크고 편안하고 좋은제품이라 생각했었는데 이벤트까지하니 너무 감사합니다 재구매의사있어요 사진은 바빠서 놓쳤네요 재구매저번에도 백개사서 잘써서 또 주문했습니다 면이 까끌한곳 없고 커서너무좋아요 한달사용기마스크 사이즈가 넉넉해서 너무 편하고 열두시간 착용해도 귀가 아프지않아요 그리고 마스크면이 까끌거리지않아 좋습니다 한달사용기성인남자가 착용하기에 사이즈 넉넉하고 편하다하네요 서비스로 몇개 더 넣어주신거 같아요 전에 한번 구매해보고 마스크 꼈는데 귀도 안아프고 편하게 쓸 수 있어서 좋네요 몇개씩 테이블에 놔두고 쓰려고 나머지는 박스에 넣어둠요 좋은가격에 좋은마스크를 살수있어서 너무 감사합니다 빠른배송으로 상자에 안전하게 포장되어 저에게 왔네요 덤으로 주신 블랙마스크 너무좋아요 ㅎ 성인남자가 쓰기 너무 편하답니다 20개씩 제가 소분하여 사진올립니다 수고하세요 착용감도 좋고 종류별로 다른 것도 샀는데 맘에 들어요 94임에도 불구하고 다른 마스크에 비해 숨쉬기도 편하고 착용감이 좋습니다 재구매마스크는 늘 여기서 구매합니당아이들 셋이랑 다 같이 사용하기도 좋고가격도 저렴하고 품질도 맘에들어요 Kf94구매살려고 검색 하다가 저렴하고 좋아보여 구입했어요 깨끗하고 느낌이 펀하고 좋아서 잘구입한거 같아요 다쓰고 다시구입할려구요 재구매당분간은 이 마스크만 이용할거 같아요 좋아요 ㅎㅎ 귀도 편안하고 마스크안쪽에 공간이 있어 숨쉬기도 한결 좋아요이제 쭉 이마스크로 결정 상품평 왠만하면 귀찮아서 잘 쓰는편이 아닌데 이로운 마스크는 냄새도 안나고 질도 괜찮은거 같아요가격도 다른데 비해 착한거 같아 더 좋았습니다배송도 빠르고 만족합니다 요즘 코로나가 다시 확산되면서 불안해서덴탈 쓰다가 kf94를 써야 안심될거 같아서 인터넷 검색해보고 가격도 저렴하고 상품도 좋아보여서 구매했는데 개별 포장에 사이즈도 딱 맞고 쓰기 편하네요다 쓰면 또 재구매 의향있어요 이로운 마스크 잘받았습니다배송도 빠르고 포장도 잘되어서 저에게 왔습니다이로운 마스크 가성비 생각해서 주문했는데 기대 이상이군요대형이라 사이즈도 넉넉하고 특히 밴드가 편해서 귀가 아프질 않네요 가성비 대박입니다국산이라 믿을수 있네요많이 파시고 또 구매각입니다 귀도안아프고 크기도커서 편해요 이렇게편한 마스크가없어요 부드럽고 편합니다 다음에 또 주문할게요 택배도 늦지 않게 잘 받았습니다재질도 부드럽고 크기도 커서 좋았습니다 재구매 의사 있습니다
KF94 아에르 보건용 마스크 스탠다드핏 소형 화이트 1매,87,4.9,990,유아마스크,KF94/N95,일회용@컵형,https://shop-phinf.pstatic.net/20210109_45/1610182677090pAbXL_JPEG/11318460798961104_1295623476.jpg?type=m510,https://smartstore.naver.com/goodshop0704/products/5135335539,재구매좋아요아이들이 이게 좋다고해서 재구매했어요 재구매좋아요재구매입니다다쓰면 다시 올게요 한달사용기테두리가 까슬거리는 불량품이 있다왼쪽 윗볼 박음질 모양 부분에서 얼굴이 반복적으로 긁혀진다필터레이어를 가열해 찝을 때 매끈하게 떨어지지 않은 것 같다 이건 제조사의 제품검수 문젠데 알고있는지 모르겠다 한달사용기크고좋아요 부모님드렸어요 한달사용기쓰고벗기는 요거만한 게 없네요ㅎㅎ 초등학생 딸 소형 잘 맞습니다 한달사용기마스크에 비해서 줄이 좀 짧은 느낌마스크는크고 줄은 좀 짪은거 같아요질은 참 좋습니다 한달사용기제가 쓴 마스크 중에 제일편하고 제일좋앙ㅎ 한달사용기얼굴엔 크고줄은 조금 타이트 집에 있는 아에르M보다 사이즈가 많이 크네요남편이 잘 쓰고 다닙니다 배송도 엄청빠르고 수량도 정확히 왔습니다 동네약국에선 개당 1500원이라 여기서 사는게 저렴합니다 kf94임에도 이 마스크가 너무편해서 다른건 이제 못쓰겠어요ㅎ 다음에 또 사러올게요 생각보다 사이즈가 많이 큰거 같아요 만족중에 완전 대만족 ㅋ 배송도 빠른대 손편지에 감동ㅠㅠ 재구매착용감이 편하고 좋아요 10개씩 묶어서 보내주셨구요요즘 시키면 늦게 오는데 빠르게 배송되어 너무 좋았어요 성인 보통 남이 쓰기에는 좀 큰 느낌도 있지만 그래도 들뜨는데 없이 괜찮네요재구매 의사 200입니다 포장꼼꼼히 잘왔어용친절한 메모안내까지 기분이 좋네요소형은 8세 아이얼굴엔 아주살짝 넘쳐지만 잘 쓰고 다녀요 많이 파세오 숨쉬기 편하고 귀도 안 아프고 좋아요 아에르 좋다고 해서 싸게 잘 구매했어요갯수도 잘 맞구요 좋아요 마스크 중에서는 이게 젤 괜찮 좋아요근데 좀커요판매자 손편지 감동빠는배송 짱 성인 여자인데 엠 사이즈 샀어요얼굴이 그닥 작은편은 아닌데 살짝 큰 느낌 나요 신랑한테두좀크네요볼부분은편한데코등부분을살짝뜨네요마스크자체는깔끔하고편해요 소형 중형 같이 구매했어요중형 성인여자 사이즈로 잘 맞는거같아요많이 파세요 아에르가 귀가 아프지 않아서 편해요 아에르제품은 매번사용하는제품이라 믿고사요근데 여기사장님의 별거아닌 편지하나에 기분이좋아지네요매번여기서구입하고싶은마음이예요잘쓸께요 배송 빨라요 마스크 종류별로 많이 써봤는데 제일 편해요 저렴하게 구입해서 만족합니다 질 좋습니다잘쓸게요 손글씨에 감사인사먼저 드립니다종류가 하도 많아서 고민하다 샀는데 우선 저도 얼굴이 큰편인데m사이즈가 잘맞네요써보고 추가구매하도록 하겠습니다 한번 써보고 너무 좋아서 아에르로 40개 주문했어요 가격은 좀있지만 숨쉬는것도 편하고 안에 촉감도 좋고 무엇보다 귀가 안아파요 그리고 핏이 예뻐서 스탠다드핏 했어요 그리구 이거 사이즈 크게나와서 남자든 여자든 적당히 얼큰인편은 미디움해도 편해요 한달사용기조이는 부분 전혀없고 편해요 배송속도 지존급 입니다 착한가격에 잘삿네요ㅋ 한달사용기사이즈 넉넉하고 편해요 아주 편하다고 하네요 크기가크네요볼부분턱부분은편하네요1개씩포장맘에들어요 무슨말이필요한가요 좀 싸졌으면ㅎ 배소품질가격대만족입니다 배송품질가격다만족입니다 배송품질가격대만족입니다 한달사용기가장 좋은 건 귀가 아프지 않아 계속 구매해서 사용 중이고 숨쉬기도 편해서 좋아요 계속 사용할 예정이예요 다른거 하면 답답해서 싫어하는데 새부리형이라 그런지 답답한게 없다고 하네요 빠르고 정확하게 배송 되었습니다 편해보여요 다른 대형에 비해 넉넉하네오 빠른 배송 다른 대형에 비해 작아서 좋아요 저렴 하게 잘구매했습니다 역시 아에르입니다여기저기 비교해도 여기가 젤 저렴하고편지까지 써주시다니 감동입니다여기서만 사야겠네요 배송 빠르고 수량도 맞게 잘 왔어요 아에르 마스크 늘 좋아요 ㅎㅎ 만족합니다 재구매하러 또 올께요 아에르 마스크 좋아요  편지까지써주시고 감동이에요 새부리형 마스크가 자국도안나고 좋아요 아주 큼직틈직하고 편해요 큼직큼직하고 아주좋아요 ㅎㅎ 배송도 빠르고 좋아요넉넉한 사이즈를 원해서 L를 구매했는데진짜 커요 여자가 쓰기에는한파있는날 천마스크 안에 하고 하믄 괜찮아요귀는 안 아파요다음에는 M으로 구매해야겠어요 재구매재주문했어요 가격 저렴하고 배송도 빠르고 최곱니다 배송 꼼꼼하구요 좋다구해서 구매해봤어요써보고 좋으면 또 사러올께영 글구 젤 저렴하네요 배송 꼼꼼하구요 좋다구해서 구매해봤어요써보고 좋으면 또 사러올께영 글구 젤 저렴하네요 얼큰이라 여자임에도 불구하고 대형으로 샀는데 진짜 크네요;; 얼굴이 다 가려져서 좋긴한데 좀 공간이 많이 남아요ㅠㅠ 그리고 부리형이라 코낮은 분들은 좀 뜰 것 같아요 그래도 재질은 두툼하면서 좋네여 한달사용기재구매아에르 짱 입니다부들부들 조아요 넉넉해서 편하고조아요 귀는편한데 코가 딱 붙는 느낌이 아니예요그리고 사이즈도 크고 좋네요 한달사용기재구매아에르 짱 짱부들부들 여자분들이 사용하기에는 크네요M으로 사용이 났군요귀는 안 아파요좋다는 이유가 있었네요 좋아요 잘쓸게요 빠른배송 친절한판매자 추천합니다 배송이 빠르고 좋아요 재구매마스크 쓰기 편하고 좋아요 남동생 편하게 쓰라고 주문했는데 귀 안아프고 얼굴도 편하데요 좋습니다 신랑이 얼큰이라서 주문했어요 잘 쓸께요 상품 잘 받았어요 잘 쓰겠습니다ㅎㅎ 좋아요 잘 쓰겠습니다 한달사용기숨 쉬기 정말 편합니다 good good good 얼굴 전체를 편하게 감싸줘서 좋고 무엇보다 귀에 거는 끈이 정말 편해서 오래 사용했을 때 귀가 아프지 않아요 이제는 아에르 마스크만 구매해 사용하고 있어요 잘 쓸께요 신랑이 필요해서 구매했어요 배송도 빠르고 제품력도 너무 좋습니다 재구매일단 다른곳에 비해싸고 좋네요ㅋ 숨쉬기 편하고 너무 좋습니다 한달사용기KF94 아에르 보건용 마스크 대형 짝수구매1장당 신랑이 얼굴이 큰데 잘 맞아요 여기가 제일 싸네요 늘쓰는 브랜드라 맘에 듭니다 배송이 매우 빠릅니다칼배송 KF94 아에르 보건용 마스크 대형 짝수구매 마스크 재질이 좋아요 재구매편하고 좋아요 많이 파세요 편하고 좋아요 강추에요 깔끔하고 빠르게 배송 되었네요
국산 아이코코 컬러 에디션 소형 마스크 새부리형 블랙 핑크 베이지 그레이 색깔 유색,37,4.6,590,먼지차단마스크,KF94/N95,미세먼지필터@김서림방지@저자극@방한@자외선차단@일회용@접이식,https://shop-phinf.pstatic.net/20211024_58/1635048243449HVNhh_JPEG/36184132162689054_66676480.jpg?type=m510,https://smartstore.naver.com/jiana/products/5954197135,10세 작은 얼굴 여아에게 잘 맞는데 코는 좀 떠용색깔 너무 예쁘게 잘 나왔어요 어른꺼도 사려고요 10세 작은 얼굴 여아에게 잘 맞는데 코는 좀 떠용색깔 너무 예쁘게 잘 나왔어요 어른꺼도 사려고요 아이코코 많이 쓰는 이유를 알겠네요  연년생 남매라 커플템 되었어요  초등학교4학년인데제일큰거해도조금작아요고학년을위한조금큰사이즈있었음좋겠어요저희아들얼굴도작은데성인여자제일작은건크고초등고학년큰사이즈하면맞을까해서시켰는데좀작은감이있어아쉽네요색상은너무이뻐요 저희아이가  이 마스크 델 좋아해요그리고 젤 잎스네요 좋아요색상도 이쁘고 재구매애기 쓰기도 딱 좋아용 아이코코 많이 쓰는 이유를 알겠네요  빨리 코로나 없어지길 배송 빠르고 좋아요 아이코코 처음 시켜봤는데 어떨지 궁금하네요 넘사랑스런 색감  재구매100000 재구매색상바꿨는데이것도이쁘네요좋아요 사이즈 잘맞고 좋은데 글자가 크게 박혀있어서 아이가 꺼려해요 로고만 작아지면 더 좋을듯 빠른배송좋아요  매번쓰던거라 색상만 변경해서 주문했어요 친그들이 색깔있는 마스크를 쓰니 본인도 써보고 싶다해서 주문했네요본인은 만족하면서 쓰고있어요 컬러마스크 주문할때 사이즈 다르게 주문하면서 같이 주문하게 되었어요 아이도 만족하면서 쓰고있네요 재주문했어요색상도 이뻐서 아이들이 좋아하네요 매번 쓰고 있는 제품이에요아이한테 잘 맞고 믿음가는 제품입니다배송빠르고 응대 빠르고 좋습니다 색도 이쁘고 사이즈가 딱맞아요 아이가 컬러마스크 쓰고싶다고 해서 주문하게 되었네요아주 맘에 들어해요 컬러마스크 주문하면서 혹시몰라 사이즈 한단계올려서 같이 주문했네요 사이즈 딱입니다6세 아들입니다 좋아요좋아요 좋아요좋아요좋아요 색상도 사이즈도 딱 좋아요 6세아들 편하게 사용해요 색상이 너무 잘 나왔어요 재구매맘애들어서 재구매합니다아이가 좋아해요 배송이 진짜 빨라서 좋아요 배송도 빠르고 좋아요  좋아요 아이에게 딱 맞아요 배송이 빨라서 좋네요 배송도 빠르고 색도 이쁘네요 회색상 쓰기 무난하고 짱조음 ㅃ룬 배송 너무 좋네요 색감도골고로짱조아요 괜찮게 잘 씁니다 쏘쏘
후레쉬가드 방역마스크 KF94마스크 의약외품,0,0.0,470,먼지차단마스크,,,https://shop-phinf.pstatic.net/20201007_287/1602048503920j6TwU_JPEG/3184349615217215_456183241.jpg?type=m510,https://smartstore.naver.com/luccimart/products/5150321691,[]
